numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
018-25,BERT ENGENHARIA LTDA,46851421000127,cnpj,Pregão,"Execução do remanescente do Contrato-PG nº 63/2024 (COSTA E GONCALVES EDIFICACOES LTDA) em decorrência de sua rescisão (Objeto: Gabinetes da 1ª, 2ª, 3ª e 4ª Secretarias, além da realocação e ampliação da copa da presidência e criação de um banheiro PCD, no 5º pavimento do edifício sede)",Luiz Marino Kuller / Hugo Pierre Lapa,Marcelo Ulisses Pimenta / Vinicius Teixeira Tambara / Marcelo Augusto Fernandes / Ana Carolina Fontes Rodrigues Panerai,,"PSG nº 156, de 06/06/2025, DCL nº 118, 10/06/2025.","71.029,29",2025-05-22,2025-11-21,encerrado,não,sim,2026-06-26T15:56:41
082-24,BRTOP INDUSTRIA E COMERCIO DE MOVEIS LTDA,03869166000137,cnpj,Pregão,"Fornecimento de sofás de 2 e 3 lugares e poltronas, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital do Pregão Eletrônico nº 29/2023-CLDF, sendo: SOFÁ EM COURO PRETO 2 LUGARES: 2 unidades / Valor uni´tário: R$ 1.150,00 / Valor total: R$ 2.300,00. SOFÁ EM COURO PRETO 3 LUGARES: 1 unidade / Valor unitário: R$ 1.750,00 / Valor total: R$ 1.750,00. POLTRONA - 1 LUGAR: 18 unidades / Valor unitário: R$ 940,00 / Valor total: R$ 16.920,00",,,,,"20.970,00",2024-11-25,2025-11-24,encerrado,não,sim,2026-06-26T15:56:41
045-20,SEISELLES DISTRIBUIÇÃO E LOGÍSTICA EIRELI,10445514000104,cnpj,Pregão,"Fornecimento de jornais e revistas, em meio digital, à Câmara Legislativa do Distrito Federal,",,Claudiane Soares Nascimento / Flavio Ito Silva,,"PSG nº 125, de 22/05/2024, DCL nº 111 de 24/05/2024.","16.049,16",2024-12-04,2025-12-03,encerrado,não,sim,2026-06-26T15:56:41
001/2022,COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL - NOVACAP,00037457000170,cnpj,Convênio,"Contratação para a execução (por meio de execução indireta) dos serviços continuados de manutenção preventiva, corretiva, preditiva e assistência técnica, com fornecimento de peças, materiais e insumos, dos elevadores da CLDF.",,,,,"510.000,00",2022-12-06,2025-12-05,encerrado,não,não,2026-06-26T15:56:41
051-24,VISUAL SISTEMAS ELETRONICOS LTDA,23921349000161,cnpj,Inexigibilidade,"Aquisição de novos terminais de registro de presença e voto do parlamentar, serviço de instalação, treinamento operacional e operação assistida, aproveitando atualização do software contemplada no contrato vigente (contrato 23/2023).",,Eduardo Correa Rodrigues / Luis Gustavo Bonifácio Gomes,,"PSG nº 11, de 21/01/2025, DCL nº 18, de 23/01/2025","305.200,00",2024-12-13,2025-12-12,encerrado,não,sim,2026-06-26T15:56:41
046-20,GESTEMAQ COMÉRCIO E ASSISTÊNCIA TÉCNICA LTDA,03624962000100,cnpj,Pregão,"Manutenção corretiva e preventiva, com fornecimento de peças aos equipamentos gráficos situados na Seção de Produção Gráfica",LÁZARO JOSÉ SOARES TOLENTINO,LUIS ANTONIO FIDYK,,"PSG nº 161, de 03/12/21, DCL nº 257, de 06/12/21","82.907,52",2024-12-15,2025-12-14,encerrado,não,sim,2026-06-26T15:56:41
ACT 010-23,CENTRO UNIVERSITARIO DE BRASÍLIA - UniCEUB,,cpf_na_coluna,Acordo de Cooperação,"Estabelecer mútua cooperação técnica entre as partes visando desenvolver ações conjuntas em Educação em Direitos Humanos e voltadas à proteção dos direitos humanos das pessoas assistidas pela Comissão de Defesa dos Direitos Humanos, Cidadania, Ética e Decoro Parlamentar da Câmara Legislativa do Distrito Federal, bem como o aperfeiçoamento da capacidade técnica de estudantes dos cursos de Direito, Relações Internacionais, Psicologia e Comunicação Social.",,Thiago Bazi Brandão / Antonio Augusto Nascimento de Queiroz,,"PSG nº 34 de 19/02/2024, DCL n° 37 de 21/02/2024","0,00",2024-01-18,2025-12-31,encerrado,não,não,2026-06-26T15:56:41
045-25,RD MOVEIS LTDA,00707468000110,cnpj,Pregão,"Fornecimento de equipamentos e mobiliários destinados ao programa saúde e esporte  PSE e refeitório da CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital",Bairon Emiliano P. da Silva / Hugo Pierre Lapa,Marcelo Ulisses Pimenta / João Lucas Santos Flores,,"PSG nº 361, de 09/12/2025. DCL nº 275, de 11/12/2025","50.645,00",2025-10-02,2026-01-02,encerrado,não,sim,2026-06-26T15:56:41
046-25,TATAMI PONTO COM LTDA,14738425000107,cnpj,Pregão,"Fornecimento de equipamentos e mobiliários destinados ao programa saúde e esporte  PSE e refeitório da CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",,Marcelo Ulisses Pimenta / João Lucas Santos Flores,,"PSG nº 278, de 06/10/2025. DCL nº 218, de 08/10/2025","13.858,00",2025-10-02,2026-01-02,encerrado,não,sim,2026-06-26T15:56:41
,BANCO REGIONAL DE BRASÍLIA - BRB,00000208000100,cnpj,Permissão de Uso,"Permissão de uso 166,67 m² de área pública no piso térreo do Edifício Sede da CLDF.",,Debora Kelly Garcia/ Lorena Rezende do Prado,,"PSG n. 203, de 11/08/2023, DCL n. 173, 15/08/2023",,2021-01-08,2026-01-07,encerrado,não,sim,2026-06-26T15:56:41
004-21,FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO DO DISTRITO FEDERAL (FUNAP/DF),03495108000190,cnpj,Dispensa,Contratação de 04 (quatro) profissionais visando à prestação de serviços à CLDF relacionados às atividades de serviços gerais na função de carregador.,Jose Gomes da Silva Neto / Yan Nunes Rangel Costa,Osmar Rodrigues da Silva / Francisco João Ramalho,,"PSG nº 34, de 10/02/2025, DCL nº 32 de 12/02/2025","92.277,60",2025-01-14,2026-01-13,encerrado,não,não,2026-06-26T15:56:41
ARP 006-25,JOSE ADEILDO ALVES SIQUEIRA LTDA (JAAS COMERCIAL),26780991000166,cnpj,Ata de Registro de Preço,"Aquisição de materiais gerais de expediente, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF), conforme a quantidade e especificações constantes no Termo de Referência  Anexo I do Edital.",,Lidiane Duarte Silva de Oliveira / Maria da Penha de Araújo,,"PSG nº 177, de 16/06/2026. DCL nº 125, de 18/06/2026","5.385,00",2025-01-13,2026-01-13,encerrado,não,sim,2026-06-26T15:56:41
ARP 007-25,PRISMA PAPELARIA LTDA,28076288000105,cnpj,Ata de Registro de Preço,"Aquisição de materiais gerais de expediente, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF), conforme a quantidade e especificações constantes no Termo de Referência  Anexo I do Edital.",,Lidiane Duarte Silva de Oliveira / Maria da Penha de Araújo,,"PSG nº 177, de 16/06/2026. DCL nº 125, de 18/06/2026","7.727,50",2025-01-13,2026-01-13,encerrado,não,sim,2026-06-26T15:56:41
ARP 009-25,JOSEMAR WELLINGTON LOURENÇO LTDA,49465331000196,cnpj,Ata de Registro de Preço,"Aquisição de materiais gerais de expediente, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF), conforme a quantidade e especificações constantes no Termo de Referência  Anexo I do Edital.",,Lidiane Duarte Silva de Oliveira / Maria da Penha de Araújo,,"PSG nº 177, de 16/06/2026. DCL nº 125, de 18/06/2026","12.083,00",2025-01-13,2026-01-13,encerrado,não,sim,2026-06-26T15:56:41
ACT 003-25,TRIBUNAL REGIONAL ELEITORAL DO DISTRITO FEDERAL - TRE - DF,04099695000161,cnpj,Acordo de Cooperação,"Promover a inclusão social e política dos jovens matriculados na rede escolar, proporcionando-lhes uma participação política consciente, livre e democrática, para a execução de um projeto direcionado aos estudantes do ensino médio do DF",,Juliana Ponce de Leão Lessa / Bárbara Valle Carvalho Mafra de Sá,,"PSG nº 218, 14/08/2025, DCL nº 172, de 18/08/2025.","0,00",2025-07-24,2026-01-23,encerrado,não,não,2026-06-26T15:56:41
ARP 014-25,PERFIL COMPUTACIONAL LTDA,02543216000714,cnpj,Ata de Registro de Preço,Aquisição de servidores de infraestrutura na modalidade Rack e equipamentos de rede para datacenter com garantia e suporte por 60 meses,,Pedro Cunha Rêgo Célestin / Paulo Jorge Lino Silva Junior,,"PSG n. 370, de 15/12/2025, DCL n. 279, de 16/12/2025","9.505.281,44",2025-01-28,2026-01-28,encerrado,não,sim,2026-06-26T15:56:41
003-24,GOVERNET EDITORA LTDA,07316919000138,cnpj,Inexigibilidade,"Contratação de empresa para Assinatura anual, por INEXIGIBILIDADE DE LICITAÇÃO, dos periódicos impressos e digitais Boletins de Licitações e Contratos, de Orçamento e Finanças, de Recursos Humanos, de Convênios e Parcerias e de Administração Pública e Gestão Municipal, editados, distribuídos e comercializados exclusivamente pela Governet Editora.",,Miguel Ângelo Bueno Portela / Cleide Cristina Soares,,"PSG nº 32, de 15/02/2024, DCL nº 35, de 19/02/2024","48.403,72",2025-02-02,2026-02-01,encerrado,não,sim,2026-06-26T15:56:41
ARP 003-24,A.N.D CAPELLI LTDA,45874714000167,cnpj,Ata de Registro de Preço,"Aquisição, por meio do Sistema de Registro de Preços, de cadeiras giratórias e fixas, com vistas ao atendimento das demandas atuais e futuras das diversas unidades da Câmara Legislativa do Distrito Federal  CLDF",,Lucas Moura Dias / Pedro Henrique Oliveira Giraldes,,"PSG nº 73 de 16/03/2026, DCL nº 51 de 18/03/2026","419.768,40",2025-02-02,2026-02-01,encerrado,não,sim,2026-06-26T15:56:41
012-25,PERFIL COMPUTACIONAL LTDA,02543216000714,cnpj,Pregão,Aquisição de servidores de infraestrutura na modalidade Rack e equipamentos de rede para datacenter com garantia e suporte por 60 meses,Pedro Cunha Rêgo Célestin / Fábio Virgílio De Souza Neves,Alexandre Pereira Molina / Paulo Jorge Lino Silva Junior,Jan Riella / Thais Monteiro Predebon,"PSG n. 213, de 07/08/2025, DCL n. 165, de 11/08/2025","5.577.640,72",2025-02-04,2026-02-04,encerrado,não,sim,2026-06-26T15:56:41
014-25,A.N.D CAPELLI LTDA,45874714000167,cnpj,Pregão,"A aquisição de cadeiras giratórias e fixas, com vistas ao atendimento das demandas atuais e futuras das diversas unidades da Câmara Legislativa do Distrito FederalCLDF, por meio do sistema de registro de preços (Ata de Registro de Preços nº 3/2024).",,Lucas Moura Dias / Pedro Henrique Oliveira Giraldes,,"PSG nº 73 de 16/03/2026, DCL nº 51 de 18/03/2026","175.689,96",2025-02-13,2026-02-13,encerrado,não,sim,2026-06-26T15:56:41
037-24,MRENERGY RAONI ALDERETE LTDA,39603847000104,cnpj,Dispensa,Contratação de empresa especializada para elaboração de estudo técnico e projeto executivo da ampliação da usina fotovoltaica da CLDF.,,Marcelo Augusto Fernandes / Bairon Emiliano Pereira da Silva,,"PSG nº 197, de 28/08/2024, DCL nº 189, de 29/08/2024",,2025-08-21,2026-02-20,encerrado,não,sim,2026-06-26T15:56:41
040-25,PEDRO LACERDA NETO,40178968000127,cnpj,Inexigibilidade,"Realização do Projeto Mostra de Filmes Premiados pelo Troféu CLDF, pelo Cinema Voador, no âmbito do Festival de Brasília do Cinema Brasileiro, para exibição dos filmes vencedores em edições anteriores a 2025, em três Regiões Administrativas do DF.",,Gabriela Tunes da Silva / Raquel D. Gomes Sigaud Caetano,,"PSG n. 235 de 16/09/2025, DCL n. 200, de 17/09/2025","90.000,00",2025-09-15,2026-03-14,encerrado,não,sim,2026-06-26T15:56:41
001-22,COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL - NOVACAP,00037457000170,cnpj,Convênio,"Contratação para a execução (por meio de execução indireta) dos serviços continuados de manutenção preventiva, corretiva, preditiva e assistência técnica, com fornecimento de peças, materiais e insumos, dos elevadores da CLDF.",Jose Gomes da Silva Neto/Bairon Emiliano P Silva,,,"PSG nº 139, de 15/05/23, DCL nº 103 de 17/05/23","690.000,00",2022-12-06,2026-04-05,encerrado,não,não,2026-06-26T15:56:41
043-25,OTIS ENGENHARIA LTDA,38325161000128,cnpj,Dispensa,Empresa especializada para o fornecimento e instalação de Grades de Piso para reposição de tais elementos no edifício sede da CLDF,,Hugo Pierre Lapa / Marcelo Augusto Fernandes,,"PSG nº 286, de 09/10/2025, DCL nº 223, de 13/10/2025.","104.999,00",2025-10-06,2026-04-05,encerrado,não,sim,2026-06-26T15:56:41
044-25,2A FABRICACAO DE ESQUADRIAS DE ACO LTDA,33520545000188,cnpj,Dispensa,"Empresa especializada no fornecimento e instalação de corrimão em aço inox, sob medida, com todos os complementos necessários (barras, fixações, acabamentos, etc.) para atender às necessidades do edifício da CLDF",,Luiz Marino Kuller / João Lucas Santos Flores,,"PSG nº 283, de 07/10/2025, DCL nº 221, de 10/10/2025.","20.999,77",2025-10-06,2026-04-05,encerrado,não,sim,2026-06-26T15:56:41
ARP 015-25,CLESIO MENES BERNARDES,09447062000110,cnpj,Ata de Registro de Preço,"Aquisição de envelopes pardos personalizados, por meio do sistema de registro de preços, para atendimento das demandas da CLDF.",,Rodrigo Loiola Bernardino / Maria da Penha de Araújo,,"PSG nº 106 de 14/04/2025, DCL n° 79 de 16/04/2025.","16.100,00",2025-04-08,2026-04-07,encerrado,não,sim,2026-06-26T15:56:41
ARP 005-24,ESPLANADA INDUSTRIA E COMERCIO DE DIVISORIAS E MOVEIS LTDA,06031911000162,cnpj,Ata de Registro de Preço,"Registro de preços, para fornecimento e instalação, sob demanda, de divisórias de painéis cegos e/ou vidro com todos os complementos necessários (portas, fechaduras, maçanetas, etc.) para atender às necessidades do edifício da CLDF",Jose Gomes Da Silva Neto / Debora Kelly Garcia Martins,Ana Carolina Fontes Rodrigues Panerai / Marcelo Ulisses Pimenta,,"PSG n.122 de 17/05/2024, DCL n. 107, de 20/05/2024","611.500,00",2025-05-04,2026-05-03,encerrado,não,sim,2026-06-26T15:56:41
018-24,ROOST LTDA,78931474000497,cnpj,Pregão,"Contratação de empresa especializada para fornecimento e instalação de câmeras de monitoramento, servidor, licenças de software e serviços de infraestrutura para modernização e ampliação do Sistema Digital de Monitoramento e Gravação de Imagens por Circuito Fechado de TV (CFTV) do edifício sede da Câmara Legislativa do Distrito Federal em Brasília- DF.",,Helder Reis Mesquita / Leandro Luiz Fernandes De Lacerda Messere,,"PSG nº 129, de 03/06/2024, DCL nº 117 de 04/06/2024","644.739,50",2024-05-10,2026-05-06,encerrado,não,sim,2026-06-26T15:56:41
022-21,IDEALINE TECNOLOGIA E SEGURANÇA LTDA.,01215897000133,cnpj,Pregão,"Prestação de serviços de reparação inicial, manutenção preventiva e corretiva do sistema de controle de acesso de pessoas e veículos do Edifício Sede da CLDF.",,Helder Reis Mesquita / Leandro Luiz Fernandes de Lacerda Messere,,"PSG n. 254, de 02/10/2023, DCL n. 215, de 04/10/2023","132.876,10",2025-05-25,2026-05-24,encerrado,não,sim,2026-06-26T15:56:41
024-21,NEO CONSULTORIA E ADMINISTRACAO DE BENEFICIOS EIRELI,25165749000110,cnpj,Pregão,"Contratação de empresa especializada, por meio de rede de oficinas e de centros automotivos credenciados e disponibilizados, para a manutenção preventiva e corretiva da frota de veículos da Câmara Legislativa do Distrito Federal.",,Osmar Rodrigues da Silva / Marcos Vieira,,"PSG nº 40, de 23/02/2024, DCL nº 40, de 26/02/2024","199.444,06",2025-05-25,2026-05-24,encerrado,não,sim,2026-06-26T15:56:41
ACT 001-21,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEEDF,00394676000107,cnpj,Acordo de Cooperação,"O presente acordo visa estabelecer mútua cooperação entre os órgãos, por meio da ELEGIS, com vistas à realização do Programa Conhecendo o Parlamento e seus respectivos projetos, previstos na Resolução nº 257/CLDF/2012.",Gerson André da Silva e Silva,José Antônio Correa Lages,,"PSG 89, de 11/06/21, DCL nº 131 de 15/06/21",,2021-05-31,2026-05-30,encerrado,não,não,2026-06-26T15:56:41
019-25,MUNDO JOVEM TURISMO E EVENTOS LTDA,11401815000107,cnpj,Pregão,"Prestação de serviços de agenciamento de viagens, compreendendo cotação de preços, reserva, marcação/remarcação, emissão e fornecimento de bilhetes de passagens aéreas nacionais e internacionais",,Yan Nunes Rangel Costa / Debora Kelly Martins Coelho,,"PSG nº 158, de 06/06/2025, DCL nº 118, de 10/06/2025","531.893,00",2025-06-04,2026-06-03,encerrado,não,sim,2026-06-26T15:56:41
024-25,LOGICA ASSESSORIA E CONSULTORIA ATUARIAL LTDA,05965853000181,cnpj,Dispensa,"Contratação, por DISPENSA DE LICITAÇÃO, de empresa especializada para prestação de serviços contínuos de consultoria e assessoria técnica atuarial, abrangendo o Plano de Saúde do FASCAL",,Alexandre Kioto Araujo Yamaguchi / Harisson de Oliveira Lima,,"PSG nº 181, de 25/06/2025, DCL nº 129, de 27/06/2025.","49.900,00",2025-06-16,2026-06-15,encerrado,não,sim,2026-06-26T15:56:41
032-21,VIPPIM SEGURANCA E VIGILANCIA LTDA - SERVIÇOS DE BOMBEIRO CIVIL,11349160000167,cnpj,Pregão,"Serviços de Bombeiro Civil, apoio administrativo na área de segurança contra incêndio, pânico, abandono de edificações, primeiros socorros, treinamento de bombeiros voluntários, desenvolvimento e implantação de política prevencionista (PPCI).",Flávio Azevedo Mineiro / Iverson Thiago de Sousa Oliveira,José Gonçalo da Silva Neto / Diomar Gonçalves Sirqueira,Eduardo Rodrigues Clemente / Irivaldo Negreiro De Souza,"PSG nº 06, 21/01/2025, DCL nº 17, de 22/01/2025","3.029.532,72",2025-06-17,2026-06-16,encerrado,não,sim,2026-06-26T15:56:41
027-21,GHS INDÚSTRIA E SERVIÇOS LTDA,01797423000147,cnpj,Pregão,"Contratação de empresa especializada na prest. dos serviços de Profilaxia e Tratamento Ambiental de ambientes fechados e de acesso coletivo, sob demanda, utilizando produto registrado na ANVISA para fins de controle biológico no edifício sede da CLDF",Jose Gomes da Silva Neto/José Rodrigues Oliveira,,,"PSG nº 136, de 12/05/23, DCL nº 102 de 16/05/23","80.499,99",2025-06-21,2026-06-20,encerrado,não,sim,2026-06-26T15:56:41
012-20,VOGEL SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA S.A.,22166193000198,cnpj,Pregão,Contratação de link de dados de 2Gbps para acesso dedicado à Internet com serviços anti DoS.,Jan Riella,Ronaldo Marciano Da Silva / Paulo André Valadão De Brito,Ivaldo Vieira De Pádua / Wilker Carvalho Leite Da Silva,"PSG n. 360, de 08/12/2025, DCL n. 275 de 11/12/2025.","87.119,52",2025-06-26,2026-06-25,encerrado,não,sim,2026-06-26T15:56:41
